category,market_ticker,series_ticker,event_ticker,title,resolution,status,open_time,close_time,settlement_ts,volume
Companies,TESLA-24-Q1-400000,KXTESLA,TESLA-24-Q1,How many Tesla deliveries will there be this quarter?,no,finalized,2024-03-19T14:00:00Z,2024-04-01T03:59:00Z,2024-04-02T15:54:00.707658Z,5165
Companies,TESLA-24-Q1-420000,KXTESLA,TESLA-24-Q1,How many Tesla deliveries will there be this quarter?,no,finalized,2024-03-05T20:00:00Z,2024-04-01T03:59:00Z,2024-04-02T15:53:00.41273Z,12190
Companies,TESLA-24-Q2-450000,KXTESLA,TESLA-24-Q2,How many Tesla deliveries will there be this quarter?,no,finalized,2024-02-12T21:00:00Z,2024-07-01T03:59:00Z,2024-07-02T17:03:00.7251Z,20934
Companies,TESLA-24-Q1-440000,KXTESLA,TESLA-24-Q1,How many Tesla deliveries will there be this quarter?,no,finalized,2024-01-24T21:30:00Z,2024-04-01T03:59:00Z,2024-04-02T15:53:00.40287Z,9786
Companies,TESLA-24-Q1-460000,KXTESLA,TESLA-24-Q1,How many Tesla deliveries will there be this quarter?,no,finalized,2024-01-24T21:30:00Z,2024-04-01T03:59:00Z,2024-04-02T15:54:00.657424Z,12035
Companies,TESLA-24-Q1-540000,KXTESLA,TESLA-24-Q1,How many Tesla deliveries will there be this quarter?,no,finalized,2024-01-09T15:00:00Z,2024-04-01T03:59:00Z,2024-04-02T16:10:00.266932Z,5660
Companies,TESLA-24-Q1-520000,KXTESLA,TESLA-24-Q1,How many Tesla deliveries will there be this quarter?,no,finalized,2024-01-09T15:00:00Z,2024-04-01T03:59:00Z,2024-04-02T16:09:01.013035Z,2513
Companies,TESLA-24-Q1-500000,KXTESLA,TESLA-24-Q1,How many Tesla deliveries will there be this quarter?,no,finalized,2024-01-09T15:00:00Z,2024-04-01T03:59:00Z,2024-04-02T16:10:00.742548Z,14062
Companies,TESLA-24-Q1-484508,KXTESLA,TESLA-24-Q1,How many Tesla deliveries will there be this quarter?,no,finalized,2024-01-09T15:00:00Z,2024-04-01T03:59:00Z,2024-04-02T16:09:00.404554Z,25425
Companies,CBVOLUME-Q2-24-350,KXCBVOLUME,CBVOLUME-Q2-24,Coinbase volume in Q2 2024?,no,finalized,2024-05-02T20:40:00Z,2024-08-02T14:06:30.406364Z,2024-08-02T16:09:01.065562Z,620
Companies,CBVOLUME-Q2-24-312,KXCBVOLUME,CBVOLUME-Q2-24,Coinbase volume in Q2 2024?,no,finalized,2024-05-02T20:40:00Z,2024-08-02T14:06:25.29932Z,2024-08-02T16:09:01.360304Z,7223
Companies,CBVOLUME-Q2-24-250,KXCBVOLUME,CBVOLUME-Q2-24,Coinbase volume in Q2 2024?,no,finalized,2024-05-02T20:40:00Z,2024-08-02T14:06:18.381729Z,2024-08-02T16:09:01.41083Z,1249
Companies,CBVOLUME-Q1-24-300,KXCBVOLUME,CBVOLUME-Q1-24,Coinbase volume in Q1 2024?,yes,finalized,2024-05-01T12:00:00Z,2024-05-03T14:47:34.442102Z,2024-05-03T17:03:01.314113Z,610
Companies,CBVOLUME-Q1-24-250,KXCBVOLUME,CBVOLUME-Q1-24,Coinbase volume in Q1 2024?,yes,finalized,2024-05-01T12:00:00Z,2024-05-03T14:47:28.181562Z,2024-05-03T17:03:00.744844Z,800
Companies,CBVOLUME-Q1-24-200,KXCBVOLUME,CBVOLUME-Q1-24,Coinbase volume in Q1 2024?,yes,finalized,2024-05-01T12:00:00Z,2024-05-03T14:47:17.033812Z,2024-05-03T17:03:00.730009Z,400
Companies,CBVOLUME-Q1-24-154,KXCBVOLUME,CBVOLUME-Q1-24,Coinbase volume in Q1 2024?,yes,finalized,2024-05-01T12:00:00Z,2024-05-03T14:47:14.31595Z,2024-05-03T17:03:00.714923Z,0
Companies,TESLAPROD-24-Q2-370000,KXTESLAPROD,TESLAPROD-24-Q2,Tesla production in Q2 2024?,yes,finalized,2024-05-02T15:00:00Z,2024-07-02T14:33:27.079471Z,2024-07-02T16:44:00.425641Z,4403
Companies,TESLAPROD-24-Q2-350000,KXTESLAPROD,TESLAPROD-24-Q2,Tesla production in Q2 2024?,yes,finalized,2024-05-02T15:00:00Z,2024-07-02T14:33:05.307941Z,2024-07-02T16:44:00.385847Z,680
Companies,TESLAPROD-24-Q2-470000,KXTESLAPROD,TESLAPROD-24-Q2,Tesla production in Q2 2024?,no,finalized,2024-05-01T12:00:00Z,2024-07-02T14:34:13.933177Z,2024-07-02T16:47:01.150425Z,3681
Companies,TESLAPROD-24-Q2-450000,KXTESLAPROD,TESLAPROD-24-Q2,Tesla production in Q2 2024?,no,finalized,2024-05-01T12:00:00Z,2024-07-02T14:34:07.111862Z,2024-07-02T16:47:01.175433Z,6676
Companies,TESLAPROD-24-Q2-433371,KXTESLAPROD,TESLAPROD-24-Q2,Tesla production in Q2 2024?,no,finalized,2024-05-01T12:00:00Z,2024-07-02T14:34:00.87794Z,2024-07-02T16:44:00.395522Z,29157
Companies,TESLAPROD-24-Q2-410000,KXTESLAPROD,TESLAPROD-24-Q2,Tesla production in Q2 2024?,yes,finalized,2024-05-01T12:00:00Z,2024-07-02T14:33:51.438402Z,2024-07-02T16:47:01.205729Z,5679
Companies,TESLAPROD-24-Q2-390000,KXTESLAPROD,TESLAPROD-24-Q2,Tesla production in Q2 2024?,yes,finalized,2024-05-01T12:00:00Z,2024-07-02T14:33:42.328893Z,2024-07-02T16:44:00.411147Z,2320
Companies,XCEOCHANGE-24JUN30,KXXCEOCHANGE,XCEOCHANGE,Will X get a new CEO by a given date?,no,finalized,2023-12-19T21:45:00Z,2024-07-01T03:59:00Z,2024-07-01T15:14:00.195741Z,5973
Companies,TOPLLM-24DEC31-OAI,KXTOPLLM,TOPLLM-24DEC31-OAI,OpenAI no longer top LLM in 2024?,yes,finalized,2024-02-12T20:30:00Z,2024-08-02T14:07:02.635668Z,2024-08-02T16:09:01.02997Z,157121
Companies,BOEINGCEOCHANGE-24,KXBOEINGCEOCHANGE,BOEINGCEOCHANGE,New Boeing CEO in 2024?,yes,finalized,2024-01-25T15:00:00Z,2024-08-08T14:00:01.233391Z,2024-08-08T16:39:00.601174Z,76291
Companies,BIGTECHLAYOFF-24DEC31-TESLA,KXBIGTECHLAYOFF,BIGTECHLAYOFF-24DEC31,Big tech layoffs at Tesla,yes,finalized,2024-01-27T15:00:00Z,2024-04-15T17:46:44.337144Z,2024-04-15T19:10:00.848684Z,4217
Companies,BIGTECHLAYOFF-24DEC31-MICROSOFT,KXBIGTECHLAYOFF,BIGTECHLAYOFF-24DEC31,Big tech layoffs at Microsoft,yes,finalized,2024-01-27T15:00:00Z,2024-07-16T14:22:43.962815Z,2024-07-16T16:12:00.357414Z,11641
Companies,BIGTECHLAYOFF-24DEC31-APPLE,KXBIGTECHLAYOFF,BIGTECHLAYOFF-24DEC31,Big tech layoffs at Apple,yes,finalized,2024-01-27T15:00:00Z,2024-04-05T13:56:02.946093Z,2024-04-05T17:05:00.344477Z,6015
Companies,BIGTECHLAYOFF-24DEC31-AMAZON,KXBIGTECHLAYOFF,BIGTECHLAYOFF-24DEC31,Big tech layoffs at Amazon,yes,finalized,2024-01-27T15:00:00Z,2024-02-07T15:01:34.024876Z,2024-02-07T17:03:00.899399Z,1346
Companies,SORA-24-MAY01,KXSORA,SORA-24,Sora released to public before May?,no,finalized,2024-02-29T13:00:00Z,2024-05-01T03:59:00Z,2024-05-01T16:33:00.637012Z,9052
Companies,RHGOLD-Q2-24-2.2,KXRHGOLD,RHGOLD-Q2-24,Robinhood Gold subscribers in Q2 2024?,no,finalized,2024-05-31T19:00:00Z,2024-08-08T14:00:01.926295Z,2024-08-08T16:06:01.376252Z,8
Companies,RHGOLD-Q2-24-2.1,KXRHGOLD,RHGOLD-Q2-24,Robinhood Gold subscribers in Q2 2024?,no,finalized,2024-05-31T19:00:00Z,2024-08-08T14:00:02.227683Z,2024-08-08T16:04:00.676433Z,406
Companies,RHGOLD-Q2-24-2,KXRHGOLD,RHGOLD-Q2-24,Robinhood Gold subscribers in Q2 2024?,no,finalized,2024-05-09T17:30:00Z,2024-08-08T14:00:01.396853Z,2024-08-08T16:03:01.026727Z,743
Companies,RHGOLD-Q2-24-1.9,KXRHGOLD,RHGOLD-Q2-24,Robinhood Gold subscribers in Q2 2024?,yes,finalized,2024-05-09T17:30:00Z,2024-08-08T14:00:02.365665Z,2024-08-08T16:04:00.686327Z,4615
Companies,RHGOLD-Q2-24-1.68,KXRHGOLD,RHGOLD-Q2-24,Robinhood Gold subscribers in Q2 2024?,yes,finalized,2024-05-09T01:15:00Z,2024-08-08T14:00:01.798211Z,2024-08-08T16:03:01.096879Z,5019
Companies,RHGOLD-Q2-24-1.8,KXRHGOLD,RHGOLD-Q2-24,Robinhood Gold subscribers in Q2 2024?,yes,finalized,2024-05-08T22:00:00Z,2024-08-08T14:00:01.691354Z,2024-08-08T16:03:01.057067Z,3449
Companies,RHGOLD-Q2-24-1.7,KXRHGOLD,RHGOLD-Q2-24,Robinhood Gold subscribers in Q2 2024?,yes,finalized,2024-05-08T22:00:00Z,2024-08-08T14:00:01.535551Z,2024-08-08T16:06:01.361159Z,2088
Companies,RHGOLD-Q2-24-1.6,KXRHGOLD,RHGOLD-Q2-24,Robinhood Gold subscribers in Q2 2024?,yes,finalized,2024-05-08T22:00:00Z,2024-08-08T14:00:02.066508Z,2024-08-08T16:03:01.067502Z,808
Companies,RHGOLD-Q1-24-1.6,KXRHGOLD,RHGOLD-Q1-24,Robinhood Gold subscribers in Q1 2024?,yes,finalized,2024-05-01T12:00:00Z,2024-05-09T14:58:32.093754Z,2024-05-09T16:33:00.531999Z,2148
Companies,RHGOLD-Q1-24-1.55,KXRHGOLD,RHGOLD-Q1-24,Robinhood Gold subscribers in Q1 2024?,yes,finalized,2024-05-01T12:00:00Z,2024-05-09T14:58:29.345667Z,2024-05-09T16:33:00.546945Z,1234
Companies,RHGOLD-Q1-24-1.5,KXRHGOLD,RHGOLD-Q1-24,Robinhood Gold subscribers in Q1 2024?,yes,finalized,2024-05-01T12:00:00Z,2024-05-09T14:58:25.25117Z,2024-05-09T16:32:01.257072Z,3249
Companies,RHGOLD-Q1-24-1.45,KXRHGOLD,RHGOLD-Q1-24,Robinhood Gold subscribers in Q1 2024?,yes,finalized,2024-05-01T12:00:00Z,2024-05-09T14:58:22.604018Z,2024-05-09T16:29:00.487192Z,0
Companies,RHGOLD-Q1-24-1.42,KXRHGOLD,RHGOLD-Q1-24,Robinhood Gold subscribers in Q1 2024?,yes,finalized,2024-05-01T12:00:00Z,2024-05-09T14:58:20.832371Z,2024-05-09T16:32:01.227169Z,0
Companies,METADAP-24-Q2-3.27,KXMETADAP,METADAP-24-Q2,Meta users in 2024 Q2?,no,finalized,2024-04-24T21:15:00Z,2024-07-31T20:00:00Z,2024-08-01T16:15:00.844608Z,885
Companies,METADAP-24-Q2-3.24,KXMETADAP,METADAP-24-Q2,Meta users in 2024 Q2?,yes,finalized,2024-04-24T21:15:00Z,2024-07-31T20:00:00Z,2024-08-01T16:15:00.829372Z,1873
Companies,METADAP-24-Q2-3.21,KXMETADAP,METADAP-24-Q2,Meta users in 2024 Q2?,yes,finalized,2024-04-24T21:15:00Z,2024-07-31T20:00:00Z,2024-08-01T16:23:00.614813Z,41
Companies,METADAP-24-Q1-3.30,KXMETADAP,METADAP-24-Q1,Meta users in 2024 Q1?,no,finalized,2024-03-14T12:00:00Z,2024-04-24T20:00:00Z,2024-04-25T16:29:00.725782Z,664
Companies,METADAP-24-Q1-3.25,KXMETADAP,METADAP-24-Q1,Meta users in 2024 Q1?,no,finalized,2024-03-14T12:00:00Z,2024-04-24T20:00:00Z,2024-04-25T16:28:00.695825Z,764
Companies,METADAP-24-Q1-3.19,KXMETADAP,METADAP-24-Q1,Meta users in 2024 Q1?,yes,finalized,2024-03-14T12:00:00Z,2024-04-24T20:00:00Z,2024-04-25T16:29:00.775492Z,1874
Companies,NETFLIXSUBS-24-Q2-9.33,KXNETFLIXSUBS,NETFLIXSUBS-24-Q2,Netflix subscribers gain in 2024 Q2?,no,finalized,2024-04-18T20:30:00Z,2024-07-19T14:03:25.488756Z,2024-07-19T16:15:01.355144Z,7136
Companies,NETFLIXSUBS-24-Q2-6,KXNETFLIXSUBS,NETFLIXSUBS-24-Q2,Netflix subscribers gain in 2024 Q2?,yes,finalized,2024-04-16T21:00:00Z,2024-07-19T14:03:20.726111Z,2024-07-19T16:15:01.365434Z,6536
Companies,NETFLIXSUBS-24-Q2-2,KXNETFLIXSUBS,NETFLIXSUBS-24-Q2,Netflix subscribers gain in 2024 Q2?,yes,finalized,2024-04-16T21:00:00Z,2024-07-19T14:03:14.047302Z,2024-07-19T16:15:01.57497Z,6117
Companies,NETFLIXSUBS-24-Q1-6,KXNETFLIXSUBS,NETFLIXSUBS-24-Q1,Netflix subscribers gain in 2024 Q1?,yes,finalized,2024-02-01T13:00:00Z,2024-04-15T20:00:00Z,2024-04-19T17:08:00.76558Z,971
Companies,NETFLIXSUBS-24-Q1-4.31,KXNETFLIXSUBS,NETFLIXSUBS-24-Q1,Netflix subscribers gain in 2024 Q1?,yes,finalized,2024-02-01T13:00:00Z,2024-04-15T20:00:00Z,2024-04-19T17:08:01.525239Z,1688
Companies,NETFLIXSUBS-24-Q1-2,KXNETFLIXSUBS,NETFLIXSUBS-24-Q1,Netflix subscribers in 2024 Q1,yes,finalized,2024-02-01T13:00:00Z,2024-04-15T20:00:00Z,2024-04-19T17:08:00.61006Z,1414
Companies,APPLEAI-24-OAI,KXAPPLEAI,APPLEAI-24,Apple AI partnership?,yes,finalized,2024-04-22T12:00:00Z,2024-06-11T14:34:26.78018Z,2024-06-11T16:13:01.157529Z,7897
Companies,ROBOTAXI-24-AUG09,KXROBOTAXI,ROBOTAXI-24,"Tesla reveals robotaxi before Aug 9, 2024?",no,finalized,2024-04-09T12:00:00Z,2024-08-09T14:00:00Z,2024-08-09T16:22:00.621965Z,60620
Companies,SOFIMEMBERS-24-Q2-800000,KXSOFIMEMBERS,SOFIMEMBERS-24-Q2,SoFi new members in Q2 2024?,no,finalized,2024-05-01T14:00:00Z,2024-08-01T21:46:11.47456Z,2024-08-02T07:10:00.390323Z,0
Companies,SOFIMEMBERS-24-Q2-700000,KXSOFIMEMBERS,SOFIMEMBERS-24-Q2,SoFi new members in Q2 2024?,no,finalized,2024-05-01T14:00:00Z,2024-08-01T21:46:05.84314Z,2024-08-02T07:15:01.400793Z,1270
Companies,SOFIMEMBERS-24-Q2-622000,KXSOFIMEMBERS,SOFIMEMBERS-24-Q2,SoFi new members in Q2 2024?,yes,finalized,2024-05-01T14:00:00Z,2024-08-01T21:45:54.551961Z,2024-08-02T07:10:01.651192Z,1006
Companies,SOFIMEMBERS-24-Q2-500000,KXSOFIMEMBERS,SOFIMEMBERS-24-Q2,SoFi new members in Q2 2024?,yes,finalized,2024-05-01T14:00:00Z,2024-08-01T21:45:51.038616Z,2024-08-02T07:15:01.380833Z,102
Companies,SOFIMEMBERS-24-Q2-400000,KXSOFIMEMBERS,SOFIMEMBERS-24-Q2,SoFi new members in Q2 2024?,yes,finalized,2024-05-01T14:00:00Z,2024-08-01T21:45:42.190816Z,2024-08-02T07:15:01.430583Z,0
Companies,SOFIMEMBERS-24-Q1-800000,KXSOFIMEMBERS,SOFIMEMBERS-24-Q1,SoFi new members in Q1 2024?,no,finalized,2024-05-01T12:00:00Z,2024-05-01T13:03:13.416721Z,2024-05-01T15:25:01.06211Z,0
Companies,SOFIMEMBERS-24-Q1-700000,KXSOFIMEMBERS,SOFIMEMBERS-24-Q1,SoFi new members in Q1 2024?,no,finalized,2024-05-01T12:00:00Z,2024-05-01T13:02:00.507383Z,2024-05-01T15:25:01.21715Z,0
Companies,SOFIMEMBERS-24-Q1-622000,KXSOFIMEMBERS,SOFIMEMBERS-24-Q1,SoFi new members in Q1 2024?,no,finalized,2024-05-01T12:00:00Z,2024-05-01T13:01:56.448257Z,2024-05-01T15:25:01.142352Z,880
Companies,SOFIMEMBERS-24-Q1-500000,KXSOFIMEMBERS,SOFIMEMBERS-24-Q1,SoFi new members in Q1 2024?,no,finalized,2024-05-01T12:00:00Z,2024-05-01T13:01:51.877611Z,2024-05-01T15:25:01.302118Z,0
Companies,SOFIMEMBERS-24-Q1-400000,KXSOFIMEMBERS,SOFIMEMBERS-24-Q1,SoFi new members in Q1 2024?,no,finalized,2024-05-01T12:00:00Z,2024-05-01T12:56:24.781885Z,2024-05-01T15:25:01.267344Z,0
Companies,SPOTIFYSUBS-24-Q2-245,KXSPOTIFYSUBS,SPOTIFYSUBS-24-Q2,Spotify subscribers in 2024 Q2?,yes,finalized,2024-04-24T14:00:00Z,2024-07-24T16:56:55.169849Z,2024-07-24T18:13:01.275509Z,2161
Companies,SPOTIFYSUBS-24-Q2-239,KXSPOTIFYSUBS,SPOTIFYSUBS-24-Q2,Spotify subscribers in 2024 Q2?,yes,finalized,2024-04-24T14:00:00Z,2024-07-24T16:56:49.558025Z,2024-07-24T18:13:00.755518Z,5332
Companies,SPOTIFYSUBS-24-Q2-236,KXSPOTIFYSUBS,SPOTIFYSUBS-24-Q2,Spotify subscribers in 2024 Q2?,yes,finalized,2024-04-24T14:00:00Z,2024-07-24T16:56:41.417658Z,2024-07-24T18:13:00.776413Z,23
Companies,SPOTIFYSUBS-24-Q1-241,KXSPOTIFYSUBS,SPOTIFYSUBS-24-Q1,Spotify subscribers in 2024 Q1?,no,finalized,2024-03-14T12:00:00Z,2024-04-23T15:34:42.671363Z,2024-04-23T17:04:00.385452Z,1293
Companies,SPOTIFYSUBS-24-Q1-239,KXSPOTIFYSUBS,SPOTIFYSUBS-24-Q1,Spotify subscribers in 2024 Q1?,no,finalized,2024-03-14T12:00:00Z,2024-04-23T15:34:40.100209Z,2024-04-23T17:13:01.120316Z,4003
Companies,SPOTIFYSUBS-24-Q1-236,KXSPOTIFYSUBS,SPOTIFYSUBS-24-Q1,Spotify subscribers in 2024 Q1?,yes,finalized,2024-03-14T12:00:00Z,2024-04-23T15:34:34.445314Z,2024-04-23T17:04:00.36031Z,150
Companies,BIGBANKLAYOFF-24-GS,KXBIGBANKLAYOFF,BIGBANKLAYOFF-24,Big bank layoffs at Goldman Sachs?,yes,finalized,2024-04-22T12:00:00Z,2024-08-31T14:00:07.130277Z,2024-08-31T16:17:00.560432Z,4305
Companies,BIGBANKLAYOFF-24-B,KXBIGBANKLAYOFF,BIGBANKLAYOFF-24,Big bank layoffs at Barclays?,yes,finalized,2024-04-22T12:00:00Z,2024-08-12T13:20:38.18224Z,2024-08-12T15:23:00.878877Z,1084
Companies,NYTSUBS-24-Q2-150000,KXNYTSUBS,NYTSUBS-24-Q2,NYT new subscribers in Q2 2024?,yes,finalized,2024-05-08T19:00:00Z,2024-08-07T15:43:33.809624Z,2024-08-07T17:10:01.391999Z,726
Companies,NYTSUBS-24-Q2-210000,KXNYTSUBS,NYTSUBS-24-Q2,NYT new subscribers in Q2 2024?,yes,finalized,2024-05-08T14:00:00Z,2024-08-07T15:43:49.912059Z,2024-08-07T17:10:01.322138Z,1489
Companies,NYTSUBS-24-Q2-400000,KXNYTSUBS,NYTSUBS-24-Q2,NYT new subscribers in Q2 2024?,no,finalized,2024-05-08T14:00:00Z,2024-08-07T15:44:16.738619Z,2024-08-07T17:10:00.882311Z,101
Companies,NYTSUBS-24-Q2-350000,KXNYTSUBS,NYTSUBS-24-Q2,NYT new subscribers in Q2 2024?,no,finalized,2024-05-08T14:00:00Z,2024-08-07T15:44:06.912194Z,2024-08-07T17:10:00.947591Z,306
