category,market_slug,event_slug,condition_id,title,resolution,status,open_time,close_time,settlement_ts,volume,keywords
Entertainment,will-elon-tweet-200-224-times-oct-4,elon-musk-of-tweets-sept-27-oct-4,0x39971ae9650481dfbb6535d01fe7309388b16efd59b2e67ccb980065e88d3a38,Will Elon tweet 200-224 times?,No,closed,2024-09-27T17:02:35.263307Z,2024-10-04T12:00:00Z,2024-10-03T12:53:39Z,3558988.708811,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-the-us-confirm-that-aliens-exist-in-2024,will-the-us-confirm-that-aliens-exist-in-2024,0x1f1d2d92a31adf9f9f4691d61549e6a98af1e3eb2a6f99e2ebfeaa657ecb03af,Will the US confirm that aliens exist in 2024?,No,closed,2024-07-01T15:58:30.842085Z,2024-12-31T12:00:00Z,2025-01-01T07:48:14Z,3542994.84527594,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-moana-2-have-a-tomatometer-score-of-75-79,moana-2-rotten-tomatoes-score,0x2fb3f7a9abd86c2eeae89b0ae0bf7144bc05a8900177bd2e51646d17a6d71ebf,"Will ""Moana 2"" have a Tomatometer score of 75-79?",No,closed,2024-11-26T01:10:51.2946Z,2024-12-02T12:00:00Z,2024-12-02T18:17:07Z,3369421.321821,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-trump-go-on-rogan-before-election,will-trump-go-on-rogan-before-election,0x6689c157a7c57f0ee8ab7feace215061cbb8828191854fe81f17976ef33b023e,Will Trump go on Joe Rogan before election?,Yes,closed,2024-08-22T17:47:07.173Z,2024-11-04T12:00:00Z,2024-10-26T06:16:19Z,3228953.231524,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-joker-folie-deux-gross-between-135-150m-opening-weekend,joker-folie-a-deux-opening-weekend-box-office,0xe88b88d1f39e2108ad8ee8b8c88fc043d1a21ac25c99b16d915ca82c0ee90ef2,Will 'Joker: Folie à Deux' gross between $135-150m opening weekend?,No,closed,2024-09-09T22:33:39.23146Z,2024-10-07T12:00:00Z,2024-10-08T03:06:00Z,3120549.338401,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-the-hbo-documentary-identify-david-kleiman-as-satoshi,who-will-hbo-doc-identify-as-satoshi,0x69fe789035024528095ed46c8e4cf18d3cfbfdb22109c0c223c4502c99242d97,Will the HBO documentary identify David Kleiman as Satoshi?,No,closed,2024-10-03T22:36:46.387Z,2024-10-15T12:00:00Z,2024-10-09T04:56:21Z,3115366.153443,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-the-hbo-documentary-identify-elon-musk-as-satoshi,who-will-hbo-doc-identify-as-satoshi,0x53b4da15104f1869b7648857f484eaa19049c2dbb9203bbe911aa29883da2fc1,Will the HBO documentary identify Elon Musk as Satoshi?,No,closed,2024-10-03T22:35:54.308Z,2024-10-15T12:00:00Z,2024-10-09T05:01:03Z,3068927.129225,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-ronaldo-x-mrbeast-video-get-20m-views-on-day-1,will-ronaldo-x-mrbeast-video-get-20m-views-on-day-1,0xc37c78c989a7cd6d418139d0a03407ac86d37de87133991a826848b394909678,Will Ronaldo x MrBeast video get >20m views on day 1?,No,closed,2024-11-21T15:59:02.179283Z,2024-11-22T12:00:00Z,2024-11-22T16:04:08Z,2992509.735242,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-the-hbo-documentary-identify-nick-szabo-as-satoshi,who-will-hbo-doc-identify-as-satoshi,0x5c3b1b63bc4dffae0de2033eadbf6315ee30511cb5c3ce02db550dc50157c012,Will the HBO documentary identify Nick Szabo as Satoshi?,No,closed,2024-10-03T22:34:09.942Z,2024-10-15T12:00:00Z,2024-10-09T05:05:49Z,2873063.268886,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-elon-tweet-250-274-times-oct-4,elon-musk-of-tweets-sept-27-oct-4,0x9a22e4c575aaecc6ecdea5e0678bd94c2d58808169fef4990f0dfdaaec7bcf43,Will Elon tweet 250-274 times?,No,closed,2024-09-27T17:03:37.817992Z,2024-10-04T12:00:00Z,2024-10-04T11:35:43Z,2710043.876095,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-kamala-go-on-joe-rogan-before-election,will-kamala-go-on-joe-rogan-before-election,0x55f8995a52478c39481ebb7b9c9cb78c2ca69871c226e9404f55aa0b59a1e920,Will Kamala go on Joe Rogan before election?,No,closed,2024-10-15T14:06:59.218Z,2024-11-04T12:00:00Z,2024-11-05T07:43:03Z,2681269.47632,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-mrbeast-x-ronaldo-video-get-less-than-50m-views-on-day-1,mrbeast-x-ronaldo-video-views-on-day-1-nov-30,0x66c863e417eb08c8532fab32e948c9744570dc867293abc7f24fd5e6ecdec463,Will MrBeast x Ronaldo video get less than 50m views on day 1?,Yes,closed,2024-11-21T22:57:23.165305Z,2024-11-30T12:00:00Z,2024-12-01T20:14:00Z,2612439.858636,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-the-hbo-documentary-identify-paul-le-roux-as-satoshi,who-will-hbo-doc-identify-as-satoshi,0xd9662074d7926b124f8e24d757ed50064a2f5f81d2ba4b6747ef352af33d87d7,Will the HBO documentary identify Paul Le Roux as Satoshi?,No,closed,2024-10-03T22:37:43.952Z,2024-10-15T12:00:00Z,2024-10-09T04:50:53Z,2570248.480181,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-the-hbo-documentary-identify-vili-lehdonvirta-as-satoshi,who-will-hbo-doc-identify-as-satoshi,0x1357a67d44db323fc057cb2cb3a3a36656ca791f764b6a7d3f5b2721fd309430,Will the HBO documentary identify Vili Lehdonvirta as Satoshi?,No,closed,2024-10-03T22:38:46.514Z,2024-10-15T12:00:00Z,2024-10-09T04:56:05Z,2556929.583028,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-the-hbo-documentary-identify-craig-wright-as-satoshi,who-will-hbo-doc-identify-as-satoshi,0x1ea850592b5a0551fe8d160c5b83e50daaaf0dfea9ece3c7b56447de327ebe90,Will the HBO documentary identify Craig Wright as Satoshi?,No,closed,2024-10-03T21:44:29.815Z,2024-10-15T12:00:00Z,2024-10-09T04:55:59Z,2409731.231119,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-the-hbo-documentary-identify-hal-finney-as-satoshi,who-will-hbo-doc-identify-as-satoshi,0xbd2cda8debc8a7725f5da591a6e66f662cf6481470d883576723efebd14c3697,Will the HBO documentary identify Hal Finney as Satoshi?,No,closed,2024-10-03T22:33:11.199Z,2024-10-15T12:00:00Z,2024-10-09T05:05:45Z,2343414.232382,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-the-hbo-documentary-identify-wei-dai-as-satoshi,who-will-hbo-doc-identify-as-satoshi,0xb43e3086ab0f62a6fb4718494172d3a94a63244f1b10746dcb76f40e306cbc0d,Will the HBO documentary identify Wei Dai as Satoshi?,No,closed,2024-10-03T22:34:29.926Z,2024-10-15T12:00:00Z,2024-10-09T04:56:27Z,2014733.594322,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,bieber-baby-boy-or-girl,bieber-baby-boy-or-girl,0x3a20c47fa364a47ede415db68367b5ad7f21fde0434ec6fd12bf41ef5ce6426e,Bieber Baby: Boy or Girl?,Boy,closed,2024-05-10T16:28:07.608Z,2024-12-31T12:00:00Z,2024-08-29T02:34:32Z,2003581.897254,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-joker-folie-deux-gross-between-60-66m-opening-weekend,joker-folie-deux-opening-weekend-box-office-cont,0x955979be4b0dd8d6b5da7da2f080d2de221e8f2bec18bbceab3fa73ce41735fa,Will 'Joker: Folie à Deux' gross between $60-66m opening weekend?,No,closed,2024-09-30T16:58:31.086742Z,2024-10-07T12:00:00Z,2024-10-08T03:11:20Z,1964055.822651,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-the-hbo-documentary-identify-shinichi-mochizuki-as-satoshi,who-will-hbo-doc-identify-as-satoshi,0x14f3c691eb70657c6943de44fc45640e93baf393c40299fb1386693a0a77f3f8,Will the HBO documentary identify Shinichi Mochizuki as Satoshi?,No,closed,2024-10-03T22:37:11.676Z,2024-10-15T12:00:00Z,2024-10-09T05:01:09Z,1911078.791866,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,jake-paul-vs-mike-tyson-fight-rigged,jake-paul-vs-mike-tyson-fight-rigged,0xbd3d33efcaa4d5155bab324f996550f131a1222093e3d778e886b45a729e61fe,Jake Paul vs. Mike Tyson fight rigged?,No,closed,2024-11-16T05:07:28.727691Z,2024-11-23T12:00:00Z,2024-11-24T07:02:13Z,1833227.616235,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-moana-2-gross-more-than-180m-on-5-day-opening-weekend,moana-2-5-day-opening-weekend-box-office,0x10374c401f0dcc7c28a352edd39f2044d1366a31c7b7941b730ff6f20f4b39c5,Will 'Moana 2' gross more than $180m on 5-day opening weekend?,Yes,closed,2024-11-12T19:23:46.537073Z,2024-11-27T12:00:00Z,2024-12-02T23:34:46Z,1766235.593446,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-the-hbo-documentary-identify-dorian-nakamoto-as-satoshi,who-will-hbo-doc-identify-as-satoshi,0x1a561957f609d5ba7be26ab4fed55ac95a84ac4e900c6fd4bec28c1b72d83ba5,Will the HBO documentary identify Dorian Nakamoto as Satoshi?,No,closed,2024-10-03T22:33:46.966Z,2024-10-15T12:00:00Z,2024-10-09T04:56:11Z,1702882.150557,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-moana-2-gross-over-200m-on-5-day-opening-weekend,will-moana-2-gross-over-200m-on-5-day-opening-weekend,0x912c579535979774287bbc1451914a65098c59c30df652875cd38a4e443c885e,Will 'Moana 2' gross over $200m on 5-day opening?,Yes,closed,2024-11-22T18:13:26.855Z,2024-12-02T12:00:00Z,2024-12-02T22:31:44Z,1680675.284051,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-elon-speak-at-bitcoin-conference,will-elon-speak-at-bitcoin-conference,0x03f7864ba4217020809522588357940e9f84692e75147f8bed6c3adbac93099a,Will Elon Musk give a speech at Bitcoin conference? ,No,closed,2024-07-22T16:06:57.277Z,2024-07-27T12:00:00Z,2024-07-28T01:27:22Z,1625822.468683,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-the-hbo-documentary-identify-jed-mccaleb-as-satoshi,who-will-hbo-doc-identify-as-satoshi,0xe5a8773d3048edf1c8d87ee1181a988d7045bb78e7d9df6ef2d50a99909c6435,Will the HBO documentary identify Jed McCaleb as Satoshi?,No,closed,2024-10-03T22:36:30.294Z,2024-10-15T12:00:00Z,2024-10-09T05:01:13Z,1502079.936579,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-taylor-swift-attend-the-dnc,will-taylor-swift-attend-the-dnc,0xf4cef13ee0ed433972e45b5e8a8571f814a3b220870aa9cfefab972ffb32bdd8,Will Taylor Swift attend the DNC?,No,closed,2024-08-08T17:46:47.171Z,2024-08-22T12:00:00Z,2024-08-23T05:59:00Z,1409966.054021,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,mystery-drones-searching-for-nuclear-weapons,mystery-drones-searching-for-nuclear-weapons,0x07faaf60d74c220019196a1d49b3c0ca4578444a0be2b001de6ee4480a74ebf5,Mystery Drones searching for nuclear weapons?,No,closed,2024-12-16T14:55:33.332Z,2024-12-30T12:00:00Z,2025-01-01T08:02:38Z,1374019.273644,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-the-hbo-documentary-identify-gavin-andresen-as-satoshi,who-will-hbo-doc-identify-as-satoshi,0xb2d62fcadf72190f8bcb280be71dae88ea83c9c045b084aedcc99bcc9c1c3838,Will the HBO documentary identify Gavin Andresen as Satoshi?,No,closed,2024-10-03T22:35:27.845Z,2024-10-15T12:00:00Z,2024-10-09T04:46:11Z,1308172.54917,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-trump-tweet-10-14-times-october-11-18,donald-trump-of-tweets-oct-11-18,0xc41d35f42f51f45b2126b878f4c81c517a67c33d6a0fed11a77684d9ebb22dc1,Will Trump tweet 10-14 times October 11-18?,No,closed,2024-10-11T16:28:21.05843Z,2024-10-18T12:00:00Z,2024-10-13T21:19:20Z,1283077.088609,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-moana-2-have-a-tomatometer-score-of-85-89,moana-2-rotten-tomatoes-score,0x0f421a2d51f6fde06441789fc54022a382704ff685349476f87741ac6237cb66,"Will ""Moana 2"" have a Tomatometer score of 85-89?",No,closed,2024-11-26T01:11:37.962066Z,2024-12-02T12:00:00Z,2024-12-02T18:12:29Z,1271278.121387,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-trump-say-fire-or-fired-at-his-press-conference,what-will-trump-say-during-thursday-press-conference,0x689b430f361789cd5c61b5d131d5e16a77df2e52bb6545f0acfa7821dcc885b3,"Will Trump say ""Fire"" or ""Fired"" at his press conference?",Yes,closed,2024-08-14T17:27:54.714Z,2024-08-15T12:00:00Z,2024-08-16T00:23:57Z,1264483.362601,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-moana-2-gross-less-than-135m-on-5-day-opening-weekend,moana-2-5-day-opening-weekend-box-office,0x94f5f51c163ab8260561ff80992efdfe91168d0421cddb8963157e5ebe1d87be,Will 'Moana 2' gross less than $135m on 5-day opening weekend?,No,closed,2024-11-12T19:21:35.783655Z,2024-11-27T12:00:00Z,2024-12-02T23:39:28Z,1218404.424773,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-the-hbo-documentary-identify-gavin-wood-as-satoshi,who-will-hbo-doc-identify-as-satoshi,0xa8eb864b0805f28c627f7f22a94a339d93db4f799eedd906261c486887dfbe8f,Will the HBO documentary identify Gavin Wood as Satoshi?,No,closed,2024-10-03T22:38:15.576Z,2024-10-15T12:00:00Z,2024-10-09T04:50:49Z,1131681.698659,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-black-myth-wukong-win-game-of-the-year,game-of-the-year-2024,0xf904926acf35ab9a6070ce9c98c05dc29dfa5ad096efb045b76e775065be5e0c,Will 'Black Myth: Wukong' win Game of the Year?,No,closed,2024-11-22T22:41:46.342806Z,2024-12-12T12:00:00Z,2024-12-13T07:21:34Z,1026321.790832,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-beyonc-perform-at-the-dnc,will-beyonc-perform-at-the-dnc,0xdc3c6b8b26d188b84a6b915976667643979744fe328bed9917f547fd7c851fa0,Will Beyoncé perform at the DNC?,No,closed,2024-08-22T21:00:18.348Z,2024-08-22T12:00:00Z,2024-08-23T05:59:18Z,1001991.763858,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-speed-break-the-24h-backflip-world-record,will-speed-break-the-24h-backflip-world-record,0x19018331b7e0351eac8cc7c9f5726c673eaaa98d76911c31b4c8f4c09bffbdb0,Will Speed break the 24h backflip world record? ,No,closed,2024-10-08T17:59:27.708Z,2024-10-09T12:00:00Z,2024-10-09T13:43:51Z,971056.825948,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-elon-tweet-175-199-times-oct-4,elon-musk-of-tweets-sept-27-oct-4,0x15be001d38b2f23f0aa9fab27cd5fd37df2525ece85b5049277ddfecc4085240,Will Elon tweet 175-199 times?,No,closed,2024-09-27T17:01:57.384604Z,2024-10-04T12:00:00Z,2024-10-02T21:12:15Z,944713.408531,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-ronaldo-x-mrbeast-video-get-30m-views-on-day-1,will-ronaldo-x-mrbeast-video-get-30m-views-on-day-1,0x44daa4f9c3118098812041fcc092cf2e7208f06320ac88fe7c851362fbc65909,Will Ronaldo x MrBeast video get >30m views on day 1?,No,closed,2024-11-20T21:26:43.870812Z,2024-11-22T12:00:00Z,2024-11-22T16:04:12Z,902844.22656,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-mrbeast-x-ronaldo-video-get-between-50m-75m-views-on-day-1,mrbeast-x-ronaldo-video-views-on-day-1-nov-30,0xfbf65e1fe1730ed9651f141ec8eca77d73f2770f1d7e3fb597f880e6418c9d38,Will MrBeast x Ronaldo video get between 50m-75m views on day 1?,No,closed,2024-11-21T22:57:46.146539Z,2024-11-30T12:00:00Z,2024-12-01T20:14:06Z,862679.351781,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-nosferatu-gross-over-30m-on-5-day-opening-weekend,nosferatu-5-day-opening-weekend-box-office,0x8a8d14636fb261b71ccc50e58b7a3a18d068ff25190842491f4ddf93a1553b0d,Will 'Nosferatu' gross over $30m on 5-day opening weekend?,Yes,closed,2024-12-23T16:21:09.78131Z,2024-12-30T12:00:00Z,2024-12-31T00:18:42Z,861244.341502,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-trump-say-crypto-during-elon-interview,what-will-trump-say-during-elon-interview,0xc219cd59b4877ef27c9b0f5e1065a49c59e225478b282cf3491c19de4e670370,"Will Trump say ""Crypto"" during Elon interview?",No,closed,2024-08-12T23:12:53.8Z,2024-08-23T12:00:00Z,2024-08-13T04:53:35Z,858753.520106,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-rogan-announce-hes-voting-trump,will-rogan-announce-hes-voting-trump,0x68632aaac0bd7cf6f6a7b633895cfa8cba1e3f2cd158f10aff7cd25be88da7a8,Will Joe Rogan announce he is voting for Trump?,No,closed,2024-10-23T17:16:10.367Z,2024-11-04T12:00:00Z,2024-11-05T07:22:33Z,803237.875598,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,deadpool-wolverine-over-600m-by-labor-day,deadpool-wolverine-over-600m-by-labor-day,0x2dc21d55db6a6074fbb630b08fa1fa7ee51b94a687661364dd7124d77aa62271,'Deadpool & Wolverine' over $600m by Labor Day? ,Yes,closed,2024-08-26T19:27:30.646374Z,2024-09-03T12:00:00Z,2024-09-04T00:46:50Z,790461.276529,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,doge-etf-approved-in-2024,doge-etf-approved-in-2024,0x4b1741127012a0e4d884c65fbb01628778dc03486dd6c55cefce972950db93a4,Doge ETF approved in 2024?,No,closed,2024-03-05T20:41:10.592Z,2024-12-30T12:00:00Z,2025-01-01T08:28:06Z,778900.653867001,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,mufasa-vs-sonic-3-opening-weekend-box-office,mufasa-vs-sonic-3-opening-weekend-box-office,0xd9badfae3dd34163857712efd1d69957ce76a0c1a46311b28f40af5b3ec88496,'Mufasa' vs. 'Sonic 3' opening weekend box office?,Sonic,closed,2024-12-10T21:45:09.026003Z,2024-12-23T12:00:00Z,2024-12-23T22:11:00Z,777753.608415,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-mrbeast-x-ronaldo-video-get-between-75m-100m-views-on-day-1,mrbeast-x-ronaldo-video-views-on-day-1-nov-30,0x07904ab2c92f575593f7bdeeba7b8c5549f6ce88452c5d19ac9ca4f6df463356,Will MrBeast x Ronaldo video get between 75m-100m views on day 1?,No,closed,2024-11-21T22:58:11.4789Z,2024-11-30T12:00:00Z,2024-12-01T20:13:56Z,776455.466077,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-it-ends-with-us-gross-less-than-40m-opening-weekend,it-ends-with-us-opening-weekend,0xeb109d5f3648d8dc6b34866fb6ccc6b23c820caf2bfe0b42dd28e17069cc8f90,Will 'It Ends with Us' gross less than $40m opening weekend?,No,closed,,2024-08-12T12:00:00Z,2024-08-13T01:41:51Z,761137.441384,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-trump-say-maga-during-elon-interview,what-will-trump-say-during-elon-interview,0x96d5fcb00e22e4ef2698b4cda361103c811f0426995a623e95cdaee76583e1b3,"Will Trump say ""MAGA"" during Elon interview?",Yes,closed,,2024-08-23T12:00:00Z,2024-08-13T03:42:12Z,739198.828402,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-kamala-go-on-snl,will-kamala-go-on-snl,0x1eb1f948e9330cccdaef1852f14563e1c32bd3e2a45138403eaa242d67315191,Will Kamala Harris go on SNL?,Yes,closed,2024-08-07T14:03:38.676Z,2024-11-02T12:00:00Z,2024-11-03T05:56:16Z,723146.933276,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-transformers-one-gross-more-than-49m-opening-weekend,transformers-one-opening-weekend-box-office,0xe716593800b88a8a5ee0106ecd91752b6ab78fd36c9308bdb07a894de9036eac,Will 'Transformers One' gross more than $49m opening weekend?,No,closed,2024-09-16T21:59:22.95895Z,2024-09-23T12:00:00Z,2024-09-24T00:43:07Z,715593.820858,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-sonic-3-gross-between-56-64m-on-3-day-opening-weekend,sonic-3-opening-weekend-box-office,0xd3aa69a5c84bb794c59b2caf0d2e9e2208cc06a6e8d59c827a987925b6f72ed7,Will 'Sonic 3' gross between $56-64m on 3-day opening weekend?,Yes,closed,2024-12-10T18:28:54.156082Z,2024-12-23T12:00:00Z,2024-12-23T23:12:34Z,646850.751649996,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-trump-post-50-or-more-times-this-week,how-many-times-will-trump-tweet-this-week,0x9e4bec543ffb0739a08f222e32d1a0a07468fe57173e78cb2872cbe7df22e900,Will Trump post 50 or more times this week?,No,closed,,2024-08-16T12:00:00Z,2024-08-16T23:34:54Z,644238.207617,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-moana-2-gross-between-135-150m-on-5-day-opening-weekend,moana-2-5-day-opening-weekend-box-office,0x6089dab31fa83953a2933d23acf63f63715fbb144f4db60c524c8c6ba912d47d,Will 'Moana 2' gross between $135-150m on 5-day opening weekend?,No,closed,2024-11-12T19:22:01.840886Z,2024-11-27T12:00:00Z,2024-12-02T23:34:42Z,622269.70349,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-the-december-2024-temperature-increase-be-between-1pt30-1pt34c,december-2024-temperature-increase-c,0x4221fc378c148f0320a06d636d1335418207c23df410a54f98897b02c9cb7a21,Will the December 2024 temperature increase be between 1.30-1.34°C?,No,closed,2024-12-02T23:10:20.213283Z,2024-12-31T12:00:00Z,2025-01-10T19:37:37Z,618868.651038,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
Entertainment,will-wicked-gross-less-than-95m-opening-weekend,wicked-opening-weekend-box-office,0x870efa69f5c2694036556d1cbc6f15c91933a75314e489788dbbfde966203d99,Will 'Wicked' gross less than $95m opening weekend?,No,closed,2024-10-28T17:58:51.484977Z,2024-11-25T12:00:00Z,2024-11-25T23:42:01Z,611735.017311,oscar; movie; film; award; celebrity; music; album; box office; streaming; actor
