model,market_id,domain,source,brier_score,forecast_prob,outcome,R_local_tight,R_local_medium,R_local_broad,share_correct,share_approx,share_wrong,difficulty
gpt-5-5,0x7538613994b9414f1922fb33f2efbaee49f388422b5620e66d4b27eb684bf07c,ClimateMarkets,recall,2.5e-05,0.005,0.0,0.33333332671059396,0.45000000536441903,0.4999999491253245,0.4,0.1,0.5,0.3822151945997059
gpt-5-5,0x9c1fcda245f399b5dc81675c650d93dfa0b1e61c393c0dd7c8df8d25fbdd7cab,ClimateMarkets,recall,0.0009,0.03,0.0,0.33333332671059396,0.45000000536441903,0.5101009581985634,0.4,0.1,0.5,0.3822151945997059
gpt-5-5,0x6b17acd2f5f750e2a27bfad4e9324648673edd34e761257a88ca8e8cc693d95d,ClimateMarkets,recall,0.0001,0.01,0.0,0.33333332671059396,0.45000000536441903,0.4999999491253245,0.4,0.1,0.5,0.3822151945997059
gpt-5-5,0xbcb307604e203db5f45ddfa06695b9ed8ee9e8c8284252807f146d9c105b7981,ClimateMarkets,recall,0.00010000000000000018,0.99,1.0,0.33333332671059396,0.45000000536441903,0.4999999491253245,0.4,0.1,0.5,0.3822151945997059
gpt-5-5,0xe8537d8a2baccc384fe79cba9ab3a01297a7865242dff70ab917d26f29a3da00,ClimateMarkets,recall,0.0064,0.08,0.0,0.33333332671059396,0.45000000536441903,0.5101009581985634,0.4,0.1,0.5,0.3822151945997059
gpt-5-5,0xd6dc09210b8326511175f8d7adb3c9743eba77f10c24a6a71b9449e5ab5ea534,ClimateMarkets,recall,1e-06,0.001,0.0,0.33333332671059396,0.45000000536441903,0.4999999491253245,0.4,0.1,0.5,0.3822151945997059
gpt-5-5,0x86bb6ae2c5d6ae0cf0efd9b4fcea71c57116b2738213c0f93575ef1ebf190bd9,ClimateMarkets,recall,0.0009,0.03,0.0,0.33333332671059396,0.45000000536441903,0.4999999491253245,0.4,0.1,0.5,0.3822151945997059
gpt-5-5,0xcb3123c3b65d3da0f0d99a4f9f1c7d3f7e59e481905188752bfba2a4861b0eed,ClimateMarkets,recall,0.0,0.0,0.0,0.6666666534211879,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x71dfcc163a40472f0ec1f110184f5a7eab093dad3e3b47909f79764b96f07444,ClimateMarkets,recall,1e-06,0.001,0.0,0.6666666534211879,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x2da1a5f3ef27de87daa731ba86cd5b6c9ac94a3480a242c8447e3db7bbe5d4e8,ClimateMarkets,recall,0.0,1.0,1.0,0.6666666534211879,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xb0e72032ff0155c4dfbf0d5b8da76c07f13b99c01f1fb8e3b84b2926c21594f1,ClimateMarkets,recall,1e-06,0.001,0.0,0.6666666534211879,0.6000000071525587,0.505050453661944,0.6,0.0,0.4,0.3822151945997059
gpt-5-5,0xb655a5eb8829d2aca283da63aa93084031dde0ce729dbe6f07f4fa50b16ce526,ClimateMarkets,recall,0.0009,0.03,0.0,0.6666666534211879,0.6500000077486053,0.5101009581985634,0.6,0.1,0.3,0.3822151945997059
gpt-5-5,0xfa2d0ea84ef08d3ebffe03bcffd36e699d5a4ac9c5eaa041c89d71aaf7447a6a,ClimateMarkets,recall,0.0009,0.03,0.0,0.6666666534211879,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xab587ea7f2ae79dd5afcdf00e40fc75fb656d488e815ee36707b95b61fe74e20,ClimateMarkets,recall,0.0,0.0,0.0,0.6666666534211879,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xbfe1f4ddd4769cbabdca18d3bbf2fc4dddfcd90d7d4c34b06fcb25d6e4bbf4ac,ClimateMarkets,recall,0.0009,0.03,0.0,0.6666666534211879,0.6500000077486053,0.5101009581985634,0.6,0.1,0.3,0.3822151945997059
gpt-5-5,0xa8c2c11505b78c289e2603ebc3b46ebb736a73302313da4dc042a3e3db38a9f6,ClimateMarkets,recall,0.0004,0.02,0.0,0.6666666534211879,0.6500000077486053,0.5101009581985634,0.6,0.1,0.3,0.3822151945997059
gpt-5-5,0x2f0519a4a4694806f31f543e6a4d33ee2f7d0fc7591273b8504c9649a387c004,ClimateMarkets,recall,0.0,0.0,0.0,0.6666666534211879,0.6500000077486053,0.4999999491253245,0.6,0.1,0.3,0.3822151945997059
gpt-5-5,0x57f525c3f33a8b69ffac04f80a63c20dcbd5b436a4f28210b763fca00b283172,ClimateMarkets,recall,1e-06,0.001,0.0,0.6666666534211879,0.6500000077486053,0.5101009581985634,0.6,0.1,0.3,0.3822151945997059
gpt-5-5,0x715a00736b0e47286256eed499755204dc6750942c262ef79624579b4dfa04a1,ClimateMarkets,recall,0.0001,0.01,0.0,0.6666666534211879,0.6500000077486053,0.5101009581985634,0.6,0.1,0.3,0.3822151945997059
gpt-5-5,0x5e6db9683b6c4c90e21e8b360275d0bb9d10f4e565b4295b80e6cc7d2ca42cec,ClimateMarkets,recall,0.00010000000000000018,0.99,1.0,0.6666666534211879,0.6500000077486053,0.4999999491253245,0.6,0.1,0.3,0.3822151945997059
gpt-5-5,0x98250663bed7a74c9fcabb505f60fc026c48470b14a88c0b5f34ae1f774a3eff,ClimateMarkets,recall,1.0000000000000019e-06,0.999,1.0,0.6666666534211879,0.6500000077486053,0.4999999491253245,0.6,0.1,0.3,0.3822151945997059
gpt-5-5,0x8f50765a0130949cb17e68667f1ad0a551d091f74c05f4c4e593dd2b689674e2,ClimateMarkets,recall,1.0000000000000019e-06,0.999,1.0,0.6666666534211879,0.6500000077486053,0.4999999491253245,0.6,0.1,0.3,0.3822151945997059
gpt-5-5,0xe7eeb22b487c18ba241b3f3e610877c7ed9061b12e4d6f0fae8a4066ca5a7f39,ClimateMarkets,recall,0.81,0.9,0.0,0.6666666534211879,0.6500000077486053,0.5101009581985634,0.6,0.1,0.3,0.3822151945997059
gpt-5-5,0x7716068dbaff8bf09bfcf73376063fe0ec974cc19dc4751a650426989a56d6cb,ClimateMarkets,recall,0.0144,0.12,0.0,0.6666666534211879,0.6500000077486053,0.5101009581985634,0.6,0.1,0.3,0.3822151945997059
gpt-5-5,0x1d95f9faf474f1e4259fa673548ac41f2b1e199ede7c73736aa40d5bd3b7028e,ClimateMarkets,recall,0.0001,0.01,0.0,0.6666666534211879,0.6500000077486053,0.505050453661944,0.6,0.1,0.3,0.3822151945997059
gpt-5-5,0xcada70c304d0735ac1b7051e2a672338928d4b04533ecd8de7e3f34a2214cf84,ClimateMarkets,recall,0.0001,0.01,0.0,0.6666666534211879,0.6500000077486053,0.4999999491253245,0.6,0.1,0.3,0.3822151945997059
gpt-5-5,0xd0598cd28ae6aef98f3a55f4eaa10791bc3b3a1121b46de022fbd6d7965702e1,ClimateMarkets,recall,0.0009,0.03,0.0,0.6666666534211879,0.6500000077486053,0.4999999491253245,0.6,0.1,0.3,0.3822151945997059
gpt-5-5,0x154efa11ed56deca4d0d06adf2bb711a420f5128f2a274be0d6631ed4380ca78,ClimateMarkets,recall,0.00010000000000000018,0.99,1.0,0.6666666534211879,0.6500000077486053,0.4999999491253245,0.6,0.1,0.3,0.3822151945997059
gpt-5-5,0x31a5dcf98ab184ef2c167c7daaca2155242d61f841cb9ac9615f1e03c77b7732,ClimateMarkets,recall,0.0001,0.01,0.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x16a920cf5afde2c3c2488e18c028d938d054e420e05b5516e30c6c64de0f1247,ClimateMarkets,recall,0.0004,0.02,0.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x9c9b3923bac52ec0fb09a8257ba86552890660ccaa9082a7462b882f82762d9a,ClimateMarkets,recall,0.0001,0.01,0.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x2b69d5cdd7782833b4731ed2e610cb8efa1cdfb181584db4f596061ff240fdd0,ClimateMarkets,recall,0.0001,0.01,0.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x980b1b2c0ac1bb550dbec7df22ea3fd0d21159886e59f86ce56bc415dd9cf182,ClimateMarkets,recall,0.0001,0.01,0.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xf7a32ad3e848553228c259c88877bcc1490310b78293b6424c742bd1e2ee4ded,ClimateMarkets,recall,0.0,0.0,0.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x6253d1d844e57417f89d8a7023600d6f29f71623ac15ad90c2a7ae159c2332e5,ClimateMarkets,recall,1.0000000000000019e-06,0.999,1.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x2d01c7f04a70b5197979c00e10d328424035f3ad0e201ce67d31da55749311d5,ClimateMarkets,recall,1.0000000000000019e-06,0.999,1.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x808fc2450113e86e89787be4bcd033ad198c656fe4d18bd7f48a4443f72acd8c,ClimateMarkets,recall,0.00010000000000000018,0.99,1.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x2d21171331eb7efcf6b2339c1e4e56ce176803a49bd1efc007834c61cd6b735a,ClimateMarkets,recall,0.0009,0.03,0.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x8ca49c741da08187bcb3fb2075c5b9c09260406e480c055074c0d7de841b43d8,ClimateMarkets,recall,0.0001,0.01,0.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xeb6caf5a1d87fc80e5a1f2c6c9a893d49b335b8274dcfbbc77356fea6c01fdea,ClimateMarkets,recall,0.81,0.9,0.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xaf26a1f6b41e1642b3422d3134e536cbcebd99f4cd989c2722f56ab22449b77f,ClimateMarkets,recall,0.9801,0.99,0.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xcd919e15574e7757ad705cf69ad4639aa3dee3cd7c4000fce7e8d42a76361eef,ClimateMarkets,recall,0.990025,0.995,0.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x709006d1b05859c5629845b3ec3f64e3496cd0af24b28c464e16b69da844414b,ClimateMarkets,recall,0.0001,0.01,0.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xc7220901f4240c463dc30055759c5b986a47180cc8a1d2512f54606b7fe8fbca,ClimateMarkets,recall,0.0064,0.08,0.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x6f58285ccb345d90778644179f3d9e51445ea4bb4633851f83d72cd082610ba1,ClimateMarkets,recall,0.0001,0.01,0.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xe501aa68855ef444a0966a01efe38d4c1755fd115440cf6ffc324a1d21af536c,ClimateMarkets,recall,0.0001,0.01,0.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x296dee9af41489382d3870cbeed17487bca3802053d797dd02e9c11dea65c80d,ClimateMarkets,recall,0.00010000000000000018,0.99,1.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x6c824accbc5b6541cc5d8e1011cc92e945aa573eb70c758541dda07acc4e6216,ClimateMarkets,recall,0.9603999999999999,0.98,0.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xa4855d0b28960be4824c31c280d274572e176313d8efda21446cabe6bdc32efc,ClimateMarkets,recall,0.0,0.0,0.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x9b02d64879d44fa91b0026d431c131f6ea8798e1cf94e2421e7402975abd0777,ClimateMarkets,recall,0.0001,0.01,0.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xc84c3451df32872d1167afe34c2406a6161bad495ec4732b37aee87074b9d06a,ClimateMarkets,recall,0.0064,0.08,0.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x0ebad42a93eedfa8c4ad032ea6a2b5e68e34dbd1f16d5261eabe242c3811ec39,ClimateMarkets,recall,1.0,1.0,0.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x8540502d22a63edb72be7680ee1968e0f06ef1ebf8f46c45266a67ddede01db8,ClimateMarkets,recall,0.0,1.0,1.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x32755657561c75af11b8179b5038532e043bcc4fc43aad41bef843e2474e04eb,ClimateMarkets,recall,0.9801,0.99,0.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x6a179e313f047d60b33a933a42666c2a13bf760af0bee73239e870757a715ed7,ClimateMarkets,recall,0.0001,0.01,0.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xd971abf6d25fb08d4386846f314b57f33e09f3cf8a1327de3c731f6d29b837cf,ClimateMarkets,recall,0.998001,0.001,1.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x2b6a63803852c5f7b7b5eb3ff1b0306fbe3624f675d55d6e95c073c94789a91d,ClimateMarkets,recall,0.0009000000000000016,0.97,1.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x48c6a6b13ea89b16645a8b2f5c9828220895359f4348fa74407cb65eef61f0e2,ClimateMarkets,recall,0.0004000000000000007,0.98,1.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x4871e138b2ce626ff72ef12009ffa5dea965252b40135db45a74e0142661240a,ClimateMarkets,recall,0.0064,0.08,0.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x573dfc705c8f4250064b3ad30d2cc43397f16c9fc5b343473c860bbd04d7a3ca,ClimateMarkets,recall,0.0,1.0,1.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xf873b562a57f806b34aa30ecbcf37d61462bbf819e5fa5f2a04fe202bc1bca77,ClimateMarkets,recall,0.0064,0.08,0.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x8ba020facbdb28e70792e5de86005dd98d47f29824ca602c4027b00e0e9a7e5a,ClimateMarkets,recall,1.0,1.0,0.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xc51a00f7a5c28ce72312ca8116f582ed2e82bdc9848a69a3a184142fc329f23b,ClimateMarkets,recall,0.0004,0.02,0.0,0.33333332671059396,0.5500000065565122,0.4999999491253245,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xac445b1e86761cf36d9dee78ab5b7d5c8af8808cf0e70013b3e5a1db4a5462bc,ClimateMarkets,recall,0.0004,0.02,0.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xeb6ef8774a2f00981c95a0f7b06c451d06d3e3335c043330758c65616899d383,ClimateMarkets,recall,0.9801,0.99,0.0,0.33333332671059396,0.5500000065565122,0.5101009581985634,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x747dc809fb79e1b05be09c42d6179459a58de2ef3e40f02484a4e1260f741f75,ClimateMarkets,forecast,0.024025,0.02,,0.33333331969931423,0.5499999595069647,0.5049999330760601,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x1d916047bbca1be9808076a0590c17ff113fb92986a4b4bc7f0f962642158827,ClimateMarkets,forecast,0.005929,0.02,,0.33333332551143924,0.5500000077436754,0.5049999274769711,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x57e94552876e125c4a030239d693576dac1792e956982b653ce8c9b4fbc8f23c,ClimateMarkets,forecast,3.599999999999998e-05,0.03,,0.3333333333333333,0.5500000324159731,0.50500017262984,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x1f45664dbc61a1044feaa1fcb773bda82e0a936da8cdb2cf3c06125c0f2a4826,ClimateMarkets,forecast,0.003721,0.18,,0.33333331511604775,0.5500000180351143,0.5050000695499662,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x16df76a155e148ef925c2a808204d5f2e2ac68d9585363616b82a6c6df765e84,ClimateMarkets,forecast,0.0024492601,1e-05,,0.3333333333333333,0.55,0.5050000309523063,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xa9e844555c3aeac59e6104f266bee4ce930b6941fbea4053eb1ab440cdc4ea8e,ClimateMarkets,forecast,0.02559999999999999,0.08,,0.3333333333333333,0.5500000219573992,0.5050000846757264,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xe67f4d31f0eba1b009b49d7a7739b2a5f53a2d7d979a0902b465a510492c33bb,ClimateMarkets,forecast,0.012100000000000003,0.22,,0.3333333333333333,0.5500000268059615,0.5050001427539629,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x5328ccb90355de61509485631db102862ec06146c9fd10d101fb9607c4344e03,ClimateMarkets,forecast,0.0016000000000000007,0.22,,0.3333333436327336,0.5500000305892195,0.5050000505556397,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xf84585b48f83e2630a7b5f60b6e43188f29f1d68206685aa3753db065e6bdc09,ClimateMarkets,forecast,0.0036,0.03,,0.333333318508907,0.5500000146761831,0.5049999380131487,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xf17a11ec68f161b929b5147f0dcd536e177e46efebcabe438d9063a412ab74f0,ClimateMarkets,forecast,0.4096,0.99,,0.3333333426676854,0.5499999907589919,0.5049999711512541,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x026243ce3148973693b1bbfe17c97082ea6c4b41ee94c0787d5dd725cfccd662,ClimateMarkets,forecast,0.005624999999999994,0.34,,0.3333333333333333,0.5499999741185921,0.5049999762361619,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xfaa433e162e020c56c522acb2f9f7215ce6e4e4391c4fb42beba14275c0a43fe,ClimateMarkets,forecast,0.0036,0.03,,0.3333333446233659,0.5500000335313976,0.5050000225778073,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xe3135fcd741f2786fd9865d63cfd4291c32bdda0a398d35de09f23b870e300f8,ClimateMarkets,forecast,0.0056250000000000015,0.09,,0.3333333333333333,0.549999976448539,0.5049999264766285,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x6262a76b26dba92b7de48e49bc9c5dce0b1e3cbd4927ba02a2292e53ab32677b,ClimateMarkets,forecast,0.5314409999999999,0.999,,0.3333333333333333,0.5499999579407677,0.5049999304875641,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xd15f77a921a1c8f807ce2c53a5c24a60876ed383c429445cd7f380a5ec8fe9ea,ClimateMarkets,forecast,2.5000000000000045e-05,0.12,,0.3333333333333333,0.55,0.5050000508727753,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x580386e7f3b47fa0cd6d14688894f16958e6eacf5c9dce02bbfd4028bf6e738f,ClimateMarkets,forecast,9.999999999999907e-05,0.28,,0.3333333333333333,0.5499999596285119,0.5049999332769444,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x234cb84f9e92194f93c6df4990e7e52c6948ec4d61400cd2dd74018ad2448152,ClimateMarkets,forecast,0.0042250000000000005,0.025,,0.3333333150342493,0.5500000181160948,0.5050000698622565,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xf3233a75da0de4e80c3de26ca3ff74c3c69a7d77f137bf5ff425224574c1db94,ClimateMarkets,forecast,0.003249,0.0005,,0.3333333240221903,0.5499999723459058,0.5049998459583548,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xfa3dc3876b9210267914d74d4686a2c71bec3bf37bc1dc059a70f3e3e41ca1a7,ClimateMarkets,forecast,0.003025,0.04,,0.33333334988254365,0.5499999836162831,0.5049999729221849,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x15a76480d8b6c81b118804d613476cffada2bea80dcaef5cf449200c81bb58c7,ClimateMarkets,forecast,0.04622499999999999,0.08,,0.3333333333333333,0.5499999620939992,0.504999909508048,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xbab5a91f04f1ebe8fb3842b90e0b59c04b59a17f4b7ee67aeb6ad30cdba3fdae,ClimateMarkets,forecast,0.015876,0.22,,0.3333333333333333,0.5499999518402118,0.5049999204050102,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xace3c72c24fccb6731433483ece41c780432d84850edccd5a6bf3147ccea62a9,ClimateMarkets,forecast,0.013225,0.01,,0.3333333498429539,0.549999983655477,0.5049999369695817,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x37402c8c83fc8b43193b19275e760e66c75dea14406977d47a73241c526b6cf2,ClimateMarkets,forecast,0.18489999999999998,0.42,,0.33333334565038386,0.5499999878061207,0.5049999619329278,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x0a1b551058f78174cf64ed9d61edb103a76c4df88232ee1188dbc9e390896e7d,ClimateMarkets,forecast,0.02402499999999999,0.28,,0.3333333333333333,0.55,0.5049999554568033,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x877b8ff7d1610a2d08c33cdd75b07f1bdfc8caf329cf1c7f42836693957e0cb3,ClimateMarkets,forecast,0.00032400000000000007,0.006,,0.3333333233462247,0.5499999703382881,0.5049998928762948,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xec9e92f27a98bc29028aec518993330e7920ac35f40fdea3c51e11d6ddc6acde,ClimateMarkets,forecast,0.06760000000000001,0.32,,0.3333333333333333,0.5500000514518593,0.5050000850358973,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0xcdbf64cb434d132ae3eba2c6d4aa8123dde9f90bd8641a5cd31ceddee6d935b8,ClimateMarkets,forecast,0.0020249999999999986,0.32,,0.3333333333333333,0.5500000460444318,0.5050001099206308,0.5,0.1,0.4,0.3822151945997059
gpt-5-5,0x9f66a23ca0d5d66fd89b1b37868ef39885b0f36b6e2c8003bdd8239fd58300b6,ClimateMarkets,forecast,0.005625,0.02,,0.33333332581966324,0.5500000074385336,0.5050000177578089,0.5,0.1,0.4,0.3822151945997059
