category,market_slug,event_slug,condition_id,title,resolution,status,open_time,close_time,settlement_ts,volume,keywords
Elections,will-donald-trump-win-the-2024-us-presidential-election,presidential-election-winner-2024,0xdd22472e552920b8438158ea7238bfadfa4f736aa4cee91a6b86c39ead110917,Will Donald Trump win the 2024 US Presidential Election?,Yes,closed,2024-01-04T22:58:00Z,2024-11-05T12:00:00Z,2024-11-06T15:17:41Z,1531479284.504353,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-a-candidate-from-another-party-win-ohio-us-senate-election,ohio-us-senate-election-winner,0xa6e7131f295407c7f56304d6a368a3b98ec280e162bfb38537da392305b202cb,Will a candidate from another party win Ohio US Senate Election?,No,closed,2024-04-03T21:47:54.207Z,2024-11-05T12:00:00Z,2024-11-07T06:26:32Z,13006615.346782,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-a-democrat-win-pennsylvania-presidential-election,pennsylvania-presidential-election-winner,0x02bc0bbff054877a08cdc4f9ccf4e7606804bc05c27f5faccf26c6e1666a5558,Will a Democrat win Pennsylvania Presidential Election?,No,closed,2024-03-07T02:47:00Z,2024-11-05T12:00:00Z,2024-11-07T12:53:28Z,12960333.136703,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-joe-biden-win-the-popular-vote-in-the-2024-presidential-election,presidential-election-popular-vote-winner-2024,0xb26fd99a7b7bae4e13c9bb3becf65353708a805f9c1aea74484d107e6ba512cd,Biden wins the Popular Vote?,No,closed,2024-01-09T23:38:00Z,2024-11-04T12:00:00Z,2024-11-12T08:37:48Z,12582924.999919,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-a-republican-win-pennsylvania-presidential-election,pennsylvania-presidential-election-winner,0xa923afcb8297e3ade170f2f8c088f3c277557fadef2c67054d72cc59f8504b2b,Will a Republican win Pennsylvania Presidential Election?,Yes,closed,2024-03-07T02:47:00Z,2024-11-05T12:00:00Z,2024-11-06T20:29:57Z,12519682.451836,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-a-democrat-win-michigan-presidential-election,michigan-presidential-election-winner,0x1092f6af37037a3539947b2052eeffff3608e2b68926340cab146369d3d2aac9,Will a Democrat win Michigan Presidential Election?,No,closed,2024-03-07T23:56:00Z,2024-11-05T12:00:00Z,2024-11-07T09:59:01Z,10404102.083081,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-bernie-sanders-win-the-2024-us-presidential-election,presidential-election-winner-2024,0x08f5fe8d0d29c08a96f0bc3dfb52f50e0caf470d94d133d95d38fa6c847e0925,Will Bernie Sanders win the 2024 US Presidential Election?,No,closed,2024-01-06T20:13:00Z,2024-11-05T00:00:00Z,2024-11-06T20:25:05Z,9829356.367,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-a-candidate-from-another-party-win-michigan-presidential-election,michigan-presidential-election-winner,0x972520d8ed44dcd71fff95b44e2593750d0e44323a5ccd2ce4bbbc540427bce9,Will a candidate from another party win Michigan Presidential Election?,No,closed,2024-03-07T23:57:00Z,2024-11-04T00:00:00Z,2024-11-07T09:12:00Z,9629392.83715,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-kanye-west-win-the-2024-us-presidential-election,presidential-election-winner-2024,0x73ac4c1e5be0a89685328c9f5b833d828ffd62dfa07ceaf8536edbc43aa5f51e,Will Kanye West win the 2024 US Presidential Election?,No,closed,2024-01-06T20:13:00Z,2024-11-05T00:00:00Z,2024-11-06T19:50:06Z,9203011.891998,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,which-party-will-win-the-2024-united-states-presidential-election,which-party-will-win-the-2024-united-states-presidential-election,0x26ee82bee2493a302d21283cb578f7e2fff2dd15743854f53034d12420863b55,Which party wins 2024 US Presidential Election?,Republican,closed,2022-01-12T21:22:33.938Z,2024-11-08T12:00:00Z,2024-11-14T23:58:16Z,8828319.27610304,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-a-candidate-from-another-party-win-georgia-presidential-election,georgia-presidential-election-winner,0xe1dc4ae259d47a61f59c76462e1f087e94cd027a3c79827f476469f1cf1c1982,Will a candidate from another party win Georgia Presidential Election?,No,closed,2024-03-07T23:35:00Z,2024-11-03T00:00:00Z,2024-11-07T14:38:23Z,8662433.017881,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-gavin-newsom-win-the-popular-vote-in-the-2024-presidential-election,presidential-election-popular-vote-winner-2024,0x534da3946b8da84a8687e346e735fcc1d7c7078c057b1a7769cb9991b3e67968,Will Gavin Newsom win the popular vote in the 2024 Presidential Election?,No,closed,2024-01-09T23:41:00Z,2024-11-05T00:00:00Z,2024-11-12T09:47:53Z,8544095.827944,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-a-republican-win-michigan-presidential-election,michigan-presidential-election-winner,0xbb01eefb24a38a9aa1921ec168d3049e7374b28a2540937d06b3ff2524d66627,Will a Republican win Michigan Presidential Election?,Yes,closed,2024-03-07T23:56:00Z,2024-11-05T12:00:00Z,2024-11-07T06:21:40Z,8427215.034753,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,house-control-after-2024-election,house-control-after-2024-election,0x1b43e21dc696e34154ba0d0a9b351264a86d773bf381ffd0eb5d2124ee783b33,House control after 2024 election?,Republican,closed,2024-02-21T22:15:29.648Z,2024-11-05T00:00:00Z,2024-11-22T02:57:04Z,7967497.858254,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-a-candidate-from-another-party-win-pennsylvania-presidential-election,pennsylvania-presidential-election-winner,0xa744830d0000a092e0151db9be472b5d79ab2f0a04aaba32fb92d6be49cbb521,Will a candidate from another party win Pennsylvania Presidential Election?,No,closed,2024-03-07T02:47:00Z,2024-11-03T00:00:00Z,2024-11-07T11:18:52Z,7698840.763822,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,2024-presidential-election-gop-wins-by-65-104,electoral-college-margin-of-victory-in-the-2024-presidential-election,0xfdcd333ff42c2908a1c1ba56435e9de40969c32c1e83a1c2bc76352a74c5c0d8,2024 presidential election: GOP wins by 65-104,Yes,closed,2024-01-10T01:40:00Z,2024-11-04T12:00:00Z,2024-11-10T07:02:37Z,7563202.909916,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,2024-presidential-election-gop-wins-by-215,electoral-college-margin-of-victory-in-the-2024-presidential-election,0xb0a06b05d49947a302d0c3648add3b6d6660380de6bdb6b79f0007f18daf3adb,2024 presidential election: GOP wins by 215+,No,closed,2024-01-10T01:39:00Z,2024-11-04T12:00:00Z,2024-11-10T06:57:41Z,7262055.993012,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,2024-presidential-election-gop-wins-by-35-64,electoral-college-margin-of-victory-in-the-2024-presidential-election,0x2a9c818392b7e213bebe13ef773d2ecfe637221dbe04c4b9f47a3ce890f1cf4c,2024 presidential election: GOP wins by 35-64,No,closed,2024-01-10T01:40:00Z,2024-11-04T12:00:00Z,2024-11-10T07:02:41Z,6753406.418423,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-vivek-ramaswamy-win-the-2024-republican-vp-nomination,republican-vp-nominee,0x99c0965b13b8374737bf087337afe310fe9fe22d0b2a35d7972cae10ddba2711,Will Vivek Ramaswamy win the 2024 Republican VP nomination?,No,closed,2024-01-18T21:13:00Z,2024-09-05T12:00:00Z,2024-07-16T02:47:27Z,6674832.408846,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-donald-j-trump-win-the-us-2024-republican-presidential-nomination-1,who-will-win-the-us-2024-republican-presidential-nomination,0x41190eb9336ae73949c04f4900f9865092e69a57cf9c942a6157abf6ae8d16c6,[Single Market] Will Donald J. Trump win the U.S. 2024 Republican presidential nomination?,Yes,closed,2023-02-23T16:36:44.053Z,2024-09-10T00:00:00Z,2024-07-18T00:10:37Z,6552460.323992,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,2024-presidential-election-gop-wins-by-105-154,electoral-college-margin-of-victory-in-the-2024-presidential-election,0x475e0fd32b211c0cfe6755638efceba2373d01a7224c7750f77f978db104f639,2024 presidential election: GOP wins by 105-154,No,closed,2024-01-10T01:44:00Z,2024-11-04T12:00:00Z,2024-11-10T07:02:31Z,6473740.733323,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-a-republican-win-georgia-presidential-election,georgia-presidential-election-winner,0x7606802127355512c8f8ff9c70ef27a2717a8554374d84452de4c7d28147338d,Will a Republican win Georgia Presidential Election?,Yes,closed,2024-03-07T23:35:00Z,2024-11-05T12:00:00Z,2024-11-07T02:38:38Z,6457569.386048,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-jd-vance-win-the-2024-republican-vp-nomination,republican-vp-nominee,0x6a031c4888fcfb886861d3616cce760ea284dbf46e355b197400c2b12a4c37a6,Will JD Vance win the 2024 Republican VP nomination?,Yes,closed,2024-01-18T21:14:00Z,2024-09-04T12:00:00Z,2024-07-16T02:11:25Z,6452293.0115,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-aoc-win-the-popular-vote-in-the-2024-presidential-election,presidential-election-popular-vote-winner-2024,0x21dacbae08cd922e9fe1e5f3a4b2ea09820d36f2ed368d6b53683b0fc1f16fe1,Will AOC win the popular vote in the 2024 Presidential Election?,No,closed,2024-01-09T23:50:00Z,2024-11-05T00:00:00Z,2024-11-12T08:28:09Z,6367580.896,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,2024-presidential-election-democrats-win-by-5-14,electoral-college-margin-of-victory-in-the-2024-presidential-election,0x272461ac34da7a85f4c7f6cad291b10b9268061e5813cad8c9cb9897cf0d94a9,2024 presidential election: Democrats win by 5-14,No,closed,2024-01-10T01:42:00Z,2024-11-04T12:00:00Z,2024-11-10T06:47:35Z,6235007.012558,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-kanye-west-win-the-popular-vote-in-the-2024-presidential-election,presidential-election-popular-vote-winner-2024,0x37658cacdccbb4d2d6dd4cae8cfd43b268e695aab51973a70be339f1b90d9a94,Will Kanye West win the popular vote in the 2024 Presidential Election?,No,closed,2024-01-09T23:50:00Z,2024-11-05T00:00:00Z,2024-11-07T05:25:03Z,6217811.572499,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-a-republican-win-nevada-presidential-election,nevada-presidential-election-winner,0xdd2f4921a562fc4d18c0bde327d2a9315352a3ba4137656112b9b1770fd1f2a9,Will a Republican win Nevada Presidential Election?,Yes,closed,2024-03-07T23:25:00Z,2024-11-05T12:00:00Z,2024-11-09T19:28:44Z,6181381.804395,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,2024-presidential-election-democrats-win-by-105-154,electoral-college-margin-of-victory-in-the-2024-presidential-election,0x23df7c359c5641fceed71bd62edda6a4a4997b66566d137a5e639434c8444b2c,2024 presidential election: Democrats win by 105-154,No,closed,2024-01-10T01:44:00Z,2024-11-04T12:00:00Z,2024-11-10T06:42:29Z,6153981.286456,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-donald-j-trump-win-the-2024-republican-presidential-nomination,republican-nominee-2024,0x911d086ef50a087b694d40ffa105b8a384a3275aa66ff4fa66e55da1ff91f6b3,Will Donald J. Trump win the 2024 Republican presidential nomination?,Yes,closed,2024-01-13T00:41:17.752Z,2024-07-13T00:00:00Z,2024-07-16T03:08:17Z,6074886.86245,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,2024-presidential-election-democrats-win-by-215,electoral-college-margin-of-victory-in-the-2024-presidential-election,0xff5c1e73e31ad495136fcafce90710a3a1771a96f07116db60aeaae095c0ec29,2024 presidential election: Democrats win by 215+,No,closed,2024-01-10T01:44:00Z,2024-11-04T12:00:00Z,2024-11-10T06:32:23Z,6016787.147049,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-tucker-carlson-win-the-2024-republican-vp-nomination,republican-vp-nominee,0xdc0305fbe2b2851d4820af3461fa70c43641cbe4fb0e74dd79bfbd6dc89f170d,Will Tucker Carlson win the 2024 Republican VP nomination?,No,closed,2024-01-18T21:14:00Z,2024-09-05T12:00:00Z,2024-07-16T03:08:21Z,6008855.235884,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-bernie-sanders-win-the-popular-vote-in-the-2024-presidential-election,presidential-election-popular-vote-winner-2024,0xb80a8a4ecb9344bfe81bb620638fa2882b5f57663bbe268c4bb2b97ece7717b9,Will Bernie Sanders win the popular vote in the 2024 Presidential Election?,No,closed,2024-01-09T23:49:00Z,2024-11-05T00:00:00Z,2024-11-12T07:53:57Z,6000187.62249,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
Elections,will-a-democrat-win-georgia-presidential-election,georgia-presidential-election-winner,0xe2a9262148bec59cde1581988431069d083faeee3361779c4b0aa265138f7c44,Will a Democrat win Georgia Presidential Election?,No,closed,2024-03-07T23:35:00Z,2024-11-05T12:00:00Z,2024-11-07T14:12:57Z,5973401.632431,election; vote; candidate; president; primary; ballot; senate; congress; polling; democrat
